task_id,tier,function_name,n_parameters,parameters,return_type,proof_block_nonempty,contains_sorry_in_proof,has_reference_proof_text,original_compiles,original_compile_seconds,original_error_category,has_reference_proof,code_loc,code_aux_loc,proof_loc,proof_aux_loc,precond_is_true,spec_hash,proof_hash,code_has_termination_by,code_has_where,code_has_do,code_has_let_rec,code_first_token,task_has_upstream_axioms
verina_advanced_73,advanced,smallestMissing,1,"[{""param_name"": ""l"", ""param_type"": ""List Nat""}]",Nat,True,True,False,True,0.941,,False,16,0,1,0,False,1740b5517dbc626824eed9a6df6f144490c8d7fa5bd570ad00e604532ed159a1,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_advanced_74,advanced,solution,1,"[{""param_name"": ""nums"", ""param_type"": ""List Nat""}]",Nat,True,True,False,False,1.078,unknown_constant_or_identifier,False,13,0,1,0,False,eeb38d9df2a1574003bf1fbf2ce8d0c9736f490cc2dfcc1862e9e171a8613c6e,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_advanced_75,advanced,task_code,1,"[{""param_name"": ""sequence"", ""param_type"": ""List Int""}]",Int,True,True,False,True,0.964,,False,11,0,1,0,False,2af596527380e575b881b694ae451e86261e95e57ad33d54f67eb800a0d7ebd8,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,match,False
verina_advanced_76,advanced,topKFrequent,2,"[{""param_name"": ""nums"", ""param_type"": ""List Int""}, {""param_name"": ""k"", ""param_type"": ""Nat""}]",List Int,True,True,False,True,1.002,,False,19,0,1,0,False,6534fb2fe62211c32b4a9b5121e09d0805a63d2a880103460adccfcd823b9ac0,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,--,False
verina_advanced_77,advanced,trapRainWater,1,"[{""param_name"": ""height"", ""param_type"": ""List Nat""}]",Nat,True,True,False,True,1.225,,False,1,15,1,0,True,5bad9258719b35b234c53c8b0b2eab3654dd9f3d121cdd415d2ee2bdf11aed0f,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,trapLoop,False
verina_advanced_78,advanced,twoSum,2,"[{""param_name"": ""nums"", ""param_type"": ""List Int""}, {""param_name"": ""target"", ""param_type"": ""Int""}]",Prod Nat Nat,True,True,False,True,0.978,,False,1,13,1,0,False,aff852be8a856362fa13f386c57c16d5973c8c0ae5298e0e80ffe9302b7e63df,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,twoSumAux,False
verina_advanced_79,advanced,twoSum,2,"[{""param_name"": ""nums"", ""param_type"": ""List Int""}, {""param_name"": ""target"", ""param_type"": ""Int""}]",Option (Nat × Nat),True,True,False,True,1.062,,False,22,0,1,0,True,daf1d5180cfbf2b539a1f5c98e74858b744aa9c9e5558d472f94481621f8ab8b,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_advanced_80,advanced,twoSum,2,"[{""param_name"": ""nums"", ""param_type"": ""Array Int""}, {""param_name"": ""target"", ""param_type"": ""Int""}]",Array Nat,True,True,False,True,0.989,,False,14,0,1,0,False,359de903c75bcfa113883e10d0faad0f23d9e71bce3aa2e2b8ea251c10f64db2,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_advanced_81,advanced,uniqueSorted,1,"[{""param_name"": ""arr"", ""param_type"": ""List Int""}]",List Int,True,True,False,True,0.931,,False,29,0,1,0,True,43929fba7620a42919ef00c3aaa6ddd38ac4fcfcb6894e9876297e7e63fc3880,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_1,basic,hasOppositeSign,2,"[{""param_name"": ""a"", ""param_type"": ""Int""}, {""param_name"": ""b"", ""param_type"": ""Int""}]",Bool,True,False,True,True,27.479,,True,1,0,15,0,True,43e0a7d0f50b6844ce2ecb2d157e44c1ddca1b1d778219cb4401c97c796e07d2,4cc53b16da1f3c3f504647e8ccd8d3d6e1806c4acdd6de83c1552ec203cd6e2d,False,False,False,False,a,False
verina_basic_2,basic,findSmallest,1,"[{""param_name"": ""s"", ""param_type"": ""Array Nat""}]",Option Nat,True,False,True,True,0.961,,True,1,0,10,0,True,de1f0fd8f52c96e55dcabd9297ed3efc3c6f1a0c08b501c1250c09ea0b248bb6,87a9d46c0253d20c36fac3540f978af6921da0a9140218a5bfba06b20186ba91,False,False,False,False,s.toList.min?,False
verina_basic_3,basic,isDivisibleBy11,1,"[{""param_name"": ""n"", ""param_type"": ""Int""}]",Bool,True,False,True,True,27.277,,True,1,0,9,0,True,2f01b2a2c66c6b65fb25ac619f4002a4b7ba13ae770c8c7faffc8784d450d630,e3b4b70ad41ad4d95f0b49210caf5240324bc8fe7fe2e93b1ac0eb9052e12d90,False,False,False,False,n,False
verina_basic_4,basic,kthElement,2,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}, {""param_name"": ""k"", ""param_type"": ""Nat""}]",Int,True,False,True,True,1.187,,True,1,0,9,0,False,a0b811e952a5dfd311651dcb92835e384cac1d72c3a8ee62d6b017b5847e2e6a,9015dc93c2a7f9c0a46da0bbf3bf0a9a7af80bd4dd1d738202cace4eceed3135,False,False,False,False,arr[k,False
verina_basic_5,basic,multiply,2,"[{""param_name"": ""a"", ""param_type"": ""Int""}, {""param_name"": ""b"", ""param_type"": ""Int""}]",Int,True,False,True,True,0.901,,True,1,0,2,0,True,fb0e1b99e5101d2e21739f877c4c112fe60644ed1f3f3d4687b975e1527cff42,1f1e1d178ed69ff2cf2011f3b12452d5e94b32f0ab5414f983adfb99375bda6e,False,False,False,False,a,False
verina_basic_6,basic,minOfThree,3,"[{""param_name"": ""a"", ""param_type"": ""Int""}, {""param_name"": ""b"", ""param_type"": ""Int""}, {""param_name"": ""c"", ""param_type"": ""Int""}]",Int,True,False,True,True,27.875,,True,3,0,37,0,True,9da95e2e35cc3731ffceb30e0af09791534c0e36e1651f399906215b247ecfaa,f5e345eda33dc41ac54b46013767babc5edf641aa72d5b07c9a4e9c5a4e24f94,False,False,False,False,if,False
verina_basic_7,basic,sumOfSquaresOfFirstNOddNumbers,1,"[{""param_name"": ""n"", ""param_type"": ""Nat""}]",Nat,True,True,False,True,1.085,,False,6,0,1,0,True,6611e1110c76b43bfb14deb5dd25163b4b31f6b32c0c1e8b890be27b24451c04,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_8,basic,myMin,2,"[{""param_name"": ""a"", ""param_type"": ""Int""}, {""param_name"": ""b"", ""param_type"": ""Int""}]",Int,True,False,True,True,0.968,,True,1,0,11,0,True,9ea5f34068afa9e380bc3377f48eb3fe98217f15035d181f98b5d77bc020361e,7ad2ae3dae289ae6f6eea98bac4689679d43ee5cdae259c501b5bcf2b7ea6215,False,False,False,False,if,False
verina_basic_9,basic,hasCommonElement,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""b"", ""param_type"": ""Array Int""}]",Bool,True,False,True,True,1.407,,True,1,0,27,0,False,6870d476c024923bd6776fc4376286ee6c9f95794315befd284275dfe5248ea0,8000cecc97b4369f6a4148f57a8b3d48cee1dc3ab7b011b9c5cc4d9823b91aec,False,False,False,False,a.any,False
verina_basic_10,basic,isGreater,2,"[{""param_name"": ""n"", ""param_type"": ""Int""}, {""param_name"": ""a"", ""param_type"": ""Array Int""}]",Bool,True,False,True,True,0.932,,True,1,0,2,0,False,6b685531fd1dac53ef004523d208959ca04309d5100dc7b60307820548ead3d0,7d3515d14e95933a588ef7f0e7a666f9404b24c5bc119ca34414f057f296b48c,False,False,False,False,a.all,False
verina_basic_11,basic,lastDigit,1,"[{""param_name"": ""n"", ""param_type"": ""Nat""}]",Nat,True,False,True,True,0.967,,True,1,0,6,0,True,971b5573012e5ab51016af84f8536d8b6668130cc30f066c18f90e67fdbd4ce3,aeba8a798b6026c867ea840ff86b66bae5a6ed6c0d62c06bec8bc1e13147f6e6,False,False,False,False,n,False
verina_basic_12,basic,cubeSurfaceArea,1,"[{""param_name"": ""size"", ""param_type"": ""Nat""}]",Nat,True,False,True,True,0.925,,True,1,0,2,0,True,35aa279200d65ed096def6c82bb7a725efca6faffdd9afab3f82ec84271da3ca,5775ba4a5c9d5d2b0b7c70b5a14fe470328837a291e1ccbb7734c318ea78b664,False,False,False,False,6,False
verina_basic_13,basic,cubeElements,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Array Int,True,False,True,True,1.48,,True,1,0,20,0,True,af894eff89370af68f9d84119f04d12450404afdfde79f9c0dcd0205721fbb15,dd2d5c281fe7d638b715a52de1908845611a7cc0afe57644562dbf6b1d011911,False,False,False,False,a.map,False
verina_basic_14,basic,containsZ,1,"[{""param_name"": ""s"", ""param_type"": ""String""}]",Bool,True,False,True,True,0.946,,True,1,0,2,0,True,8b422f0f0718a6d5587cf0f1b04c62ad78afdfafab0eb53a3521396f6b627702,9cdd52239334607844541834efdea5aa3300d3495ea7a2a69edcb3a32921709b,False,False,False,False,s.toList.any,False
verina_basic_15,basic,containsConsecutiveNumbers,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Bool,True,False,True,True,28.176,,True,6,0,31,0,True,2deae86e6b7418297451c43b8dff245af3365f070f05b7bd291ad4134cb28676,6bf0a86ec82ea6e8377a3bf477a9205f2d0b08ded7541aa7690a1b85776cc078,False,False,False,False,if,False
verina_basic_16,basic,replaceChars,3,"[{""param_name"": ""s"", ""param_type"": ""String""}, {""param_name"": ""oldChar"", ""param_type"": ""Char""}, {""param_name"": ""newChar"", ""param_type"": ""Char""}]",String,True,False,True,True,0.987,,True,3,0,6,0,True,b617df09ea729337ebf8e2c37037f8dcef0cab483a5f530ea5d8095de53c8ddd,5117e5f68763180469566bdde2de20e3b678d0825ecb721bf48b7e18f13af71f,False,False,False,False,let,False
verina_basic_17,basic,toLowercase,1,"[{""param_name"": ""s"", ""param_type"": ""String""}]",String,True,False,True,True,1.157,,True,3,0,11,0,True,d839440679889d5d1a206f994624fb1b175593e8717bd61149063e998717c0e7,96703100998013e4e52bc8672c90539a6b5d7d141c75154b019125dc1375650a,False,False,False,False,let,False
verina_basic_18,basic,sumOfDigits,1,"[{""param_name"": ""n"", ""param_type"": ""Nat""}]",Nat,True,True,False,True,1.053,,False,4,0,1,0,True,a9344c5f58f11c751bdab71af42ca18f9f950c110190dd1bf628c328c9ffb32a,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_19,basic,isSorted,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Bool,True,False,True,True,1.799,,True,8,0,13,0,True,890e396572931572379a4916358552c8802fcd336e917f8d08c7409f5f58e815,7e7337b807814e1c41eb9f0cc285edf267213caf55d6ee0829c2c463b3a5cdcc,False,False,False,False,if,False
verina_basic_20,basic,uniqueProduct,1,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}]",Int,True,True,False,True,1.582,,False,10,0,1,0,True,8136fc3eb378cab542519cd9f3779b5f298e8236ae2f678b778531cce71a68a8,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_21,basic,isSublist,2,"[{""param_name"": ""sub"", ""param_type"": ""List Int""}, {""param_name"": ""main"", ""param_type"": ""List Int""}]",Bool,True,True,False,True,1.047,,False,16,0,1,0,True,4d17e3cf047cf016d4c24ad56131ad6fb0b611ebcd25935082b3100e0ec1ef40,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,True,False,False,True,let,False
verina_basic_22,basic,dissimilarElements,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""b"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,False,0.928,unknown_constant_or_identifier,False,3,0,1,0,True,504d0e7ebb3741ba83fe00dba2451d7804bf8d7da1d9b3725f1afca837844f5b,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_23,basic,differenceMinMax,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Int,True,True,False,True,1.737,,False,9,0,1,0,False,5e4c5cce31e16b3c0417fc8f70b44bd661ca5b094f60cebafaff4ea7cc0d4008,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_24,basic,firstEvenOddDifference,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Int,True,True,False,True,1.705,,False,11,0,1,0,False,3855bee1ede3417b7cab656b5cd07c9862ac4262c86754dfd0f08be4ae06e17b,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_25,basic,sumAndAverage,1,"[{""param_name"": ""n"", ""param_type"": ""Nat""}]",Int × Float,True,True,False,True,0.96,,False,5,0,1,0,False,b681f9e92434d7db6cc077ee5e2bc96fccc2349fa1de8641df0804bb112beef0,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,if,True
verina_basic_26,basic,isEven,1,"[{""param_name"": ""n"", ""param_type"": ""Int""}]",Bool,True,False,True,True,0.91,,True,1,0,2,0,True,1dfac8fc64ec9866708463e5c2fa04cd6ff7a2d289a66d5f60ad1be927ad1d32,35b7cdc9001d65f142712b22142a276e0a87a0f6a25b6a166fa943811d165400,False,False,False,False,n,False
verina_basic_27,basic,findFirstRepeatedChar,1,"[{""param_name"": ""s"", ""param_type"": ""String""}]",Option Char,True,True,False,True,1.289,,False,11,0,1,0,True,e14383abbe2f43d2753a8b44469d4247fd6dfc8b867ba36d15bc167b109f123d,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_28,basic,isPrime,1,"[{""param_name"": ""n"", ""param_type"": ""Nat""}]",Bool,True,True,False,True,1.214,,False,7,0,1,0,False,783757562a4622068b9c224e4a96a99e9a4aa9fe3b763c75109158a6e5e4bc21,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_29,basic,removeElement,2,"[{""param_name"": ""s"", ""param_type"": ""Array Int""}, {""param_name"": ""k"", ""param_type"": ""Nat""}]",Array Int,True,False,True,True,1.201,,True,1,0,20,0,False,d4b6d14357337581402ef29d9ca4ebe36d5d5319a18b8b62a11cbc809dfc4cd7,5b28a0d354f8e4ba3677b3c3b64c7f4293c676bb38129c945a71b67de2182365,False,False,False,False,s.eraseIdx!,False
verina_basic_30,basic,elementWiseModulo,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""b"", ""param_type"": ""Array Int""}]",Array Int,True,False,True,True,2.684,,True,1,0,21,0,False,2e2d8aa1e266c27a1ef94836fbbb4918016eab012e43c8a142424a7e1a246363,546a0c3a5010d8e23ee7ab19a85f70aee2311bddca0f8c8904eb728fd239f21b,False,False,False,False,a.mapIdx,False
verina_basic_31,basic,toUppercase,1,"[{""param_name"": ""s"", ""param_type"": ""String""}]",String,True,False,True,True,1.153,,True,3,0,11,0,True,c4341f237f8f941c6786c44f57c9c9fee3fb8554b50e20646e64e459505e6100,98d532adcb8d3fff9b6f6cda25971f85faa6d2afa64443be2b814396eeedfa40,False,False,False,False,let,False
verina_basic_32,basic,swapFirstAndLast,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Array Int,True,False,True,True,26.803,,True,3,0,28,0,False,60bf1e74bb237e594df243782059688123c0aef193feb089cc11f06da64bc8b8,a75d3e1a11dec11b8a638bcecf8eb379bd51a37b23d9a94a37fb04c640d57f39,False,False,False,False,let,False
verina_basic_33,basic,smallestMissingNumber,1,"[{""param_name"": ""s"", ""param_type"": ""List Nat""}]",Nat,True,True,False,True,0.95,,False,8,0,1,0,False,1ef2dc262094114d379da34624fbcec8a0371ba31284aaf0e2ea36cf9be640b7,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_34,basic,findEvenNumbers,1,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.015,,False,1,0,1,0,True,e54eb64d8a402f0515ae6712ad2e8ffef12cc666a5441d82573f2c28e427e639,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,arr.foldl,False
verina_basic_35,basic,MoveZeroesToEnd,1,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,0.905,,False,3,0,1,0,True,dd892fa21884bc2e5d7f01a644c86b986b0ae75eb1d1fc1d3f877854b3d30ce1,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_36,basic,replaceWithColon,1,"[{""param_name"": ""s"", ""param_type"": ""String""}]",String,True,False,True,True,1.05,,True,3,0,11,0,True,98c548169d33beadb4e778cf11d243bea9371eb3e69d19b4713a14a195f5ede4,37368631be332ce81fdd9d8be1007e5e79f8dc55169ce2fc4e6bdc4638064b62,False,False,False,False,let,False
verina_basic_37,basic,findFirstOccurrence,2,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}, {""param_name"": ""target"", ""param_type"": ""Int""}]",Int,True,True,False,True,1.217,,False,8,0,1,0,False,665b5316e991e1f01ddfb147fedd9c08d58725269bcc3afd4cb88bc1f8f75d63,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_38,basic,allCharactersSame,1,"[{""param_name"": ""s"", ""param_type"": ""String""}]",Bool,True,True,False,True,0.937,,False,3,0,1,0,True,a8e239b410f1a3682adcd1e31807fd947b23881645d3602781a60d48738cf53a,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,match,False
verina_basic_39,basic,rotateRight,2,"[{""param_name"": ""l"", ""param_type"": ""List Int""}, {""param_name"": ""n"", ""param_type"": ""Nat""}]",List Int,True,True,False,True,0.94,,False,8,0,1,0,True,e1971ef4180087ef161b3b6d7d4350640adbb3ab9a48ff1725bb4605ec3f33ec,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_40,basic,secondSmallest,1,"[{""param_name"": ""s"", ""param_type"": ""Array Int""}]",Int,True,True,False,True,1.502,,False,1,25,1,0,False,c0c79f6a790f59679ed46f55050e102a8b21420dd7ab4bea69047f640ef243c8,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,secondSmallestAux,False
verina_basic_41,basic,hasOnlyOneDistinctElement,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Bool,True,True,False,True,1.263,,False,10,0,1,0,False,d0ba5b1020e004e171e9eebe27ffa6647bf3d0489b48e9c11da651607a819f58,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,if,False
verina_basic_42,basic,countDigits,1,"[{""param_name"": ""s"", ""param_type"": ""String""}]",Nat,True,False,True,True,0.97,,True,1,0,2,0,True,b3d6f5ca1418b1e4938883c8d0977c43b060642c3f8f37bf193d4b4106177533,3b4b09ef4d0c2e2891cacae2a4ac25b7bcace5694ab6aec3b46dfd25caa6b950,False,False,False,False,List.length,False
verina_basic_43,basic,sumOfFourthPowerOfOddNumbers,1,"[{""param_name"": ""n"", ""param_type"": ""Nat""}]",Nat,True,True,False,True,0.98,,False,6,0,1,0,True,b54451f494c09d3a85ae45e6a7262537d408557716166926828bd3ec36bcc193,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,match,False
verina_basic_44,basic,isOddAtIndexOdd,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Bool,True,False,True,True,1.177,,True,2,0,24,0,True,b634f5b11952ba51154d2741573dfccbcc7db296db150aa12b4e0bc95fb39554,58297dba6f847b0d10b987946aceecd76e5d531c48c51739425079f4d882b5b8,False,False,False,False,--,False
verina_basic_45,basic,findProduct,1,"[{""param_name"": ""lst"", ""param_type"": ""List Int""}]",Int,True,False,True,True,1.065,,True,3,0,12,0,False,43f980abe9bbf7fc3b240fd3b0dd1e82e3b0dad1b0cb970238ae4eca100fbf92,a3f0d2e0f29b439fde3c0334443720817d7d65b8939422a6b06cc515a7fb00e3,False,False,False,False,match,False
verina_basic_46,basic,lastPosition,2,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}, {""param_name"": ""elem"", ""param_type"": ""Int""}]",Int,True,True,False,True,1.468,,False,7,0,1,0,False,49e86cf39f56a9d3a50ede4de348863a5efc2e226bae5b7e02f39e101fb10048,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_47,basic,arraySum,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Int,True,False,True,True,1.538,,True,1,0,36,2,False,2d73a34abc3ab4e996364dd14aab6f790d0d3bbdcfd425a7635d8d94b43e9256,1c14c3991deacd42387e36a3e21243f6b529f05473600628801ee386b97503e4,False,False,False,False,a.toList.sum,False
verina_basic_48,basic,isPerfectSquare,1,"[{""param_name"": ""n"", ""param_type"": ""Nat""}]",Bool,True,False,True,True,25.848,,True,10,0,29,54,True,a11b133217d9eda6d5995001ed1c4d21a1974ac8422b298b0d85e82d237dfc94,4a9c158e1e954f6a11346bf6a786168846b3d0fd76778784cc7302b69d41ae35,False,False,False,True,if,False
verina_basic_49,basic,findFirstOdd,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Option Nat,True,False,True,True,2.344,,True,3,0,58,0,False,c0614a7c313b63d461dcb8e59b78ab6773c067458467a94dac29432c840ab659,7237d543b1f18f1e03e986c85aab62e42f43615cbcc72481be2803509c958fce,False,False,False,False,--,False
verina_basic_50,basic,Abs,1,"[{""param_name"": ""x"", ""param_type"": ""Int""}]",Int,True,False,True,True,22.941,,True,1,0,15,0,True,1a867d2013983f276725cbff7e3a04fa5cefff023278f35f334438cab93ba545,0c43572ae615aba693c0b554151ddd8286c84283ce8bb4601b2a9e885a44a235,False,False,False,False,if,False
verina_basic_51,basic,BinarySearch,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""key"", ""param_type"": ""Int""}]",Nat,True,True,False,True,1.514,,False,1,7,1,0,False,22af60f336eeffb0274928952b143422f3e1e89d2da20833192243e528c04a4b,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,binarySearchLoop,False
verina_basic_52,basic,BubbleSort,1,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.594,,False,1,16,1,0,True,38175dd9f11c9c442afbfae4479f1aed9d583c3a1d0013f2d25c2a139ebeebf9,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,if,False
verina_basic_53,basic,CalSum,1,"[{""param_name"": ""N"", ""param_type"": ""Nat""}]",Nat,True,False,True,True,1.037,,True,4,0,14,0,True,8629636823e90e34e49787b78dc43064c079ba65a26de8b6a9acaf20b0f0f5c4,78b61aa5fe54ab892a107a49049de103d55292087e026307563fb71a17c7ea95,False,False,False,True,let,False
verina_basic_54,basic,CanyonSearch,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""b"", ""param_type"": ""Array Int""}]",Nat,True,True,False,True,1.283,,False,4,11,1,0,False,8469b17786710a119cb4af2393c71fdcb20e4f9442d75227e9c0cd5e4f083379,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_55,basic,Compare,2,"[{""param_name"": ""a"", ""param_type"": ""Int""}, {""param_name"": ""b"", ""param_type"": ""Int""}]",Bool,True,False,True,True,0.91,,True,1,0,2,0,True,16171a90eebbe81b63af4c319ac6166daccb7f4f8788cb9f1ce378382e72c512,e8a03b3b16b0a9ce8abd48e76a55d76dbc78d21677c33373ccd66a2653a19e0f,False,False,False,False,if,False
verina_basic_56,basic,copy,5,"[{""param_name"": ""src"", ""param_type"": ""Array Int""}, {""param_name"": ""sStart"", ""param_type"": ""Nat""}, {""param_name"": ""dest"", ""param_type"": ""Array Int""}, {""param_name"": ""dStart"", ""param_type"": ""Nat""}, {""param_name"": ""len"", ""param_type"": ""Nat""}]",Array Int,True,True,False,True,0.918,,False,4,5,1,0,False,597f03235cd9d293c256953d8356ec8464fc2e5ea26d82dbecd234d3e63c1168,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,if,False
verina_basic_57,basic,CountLessThan,2,"[{""param_name"": ""numbers"", ""param_type"": ""Array Int""}, {""param_name"": ""threshold"", ""param_type"": ""Int""}]",Nat,True,True,False,True,1.415,,False,1,8,1,0,True,c7b4e2a6fae0792b7691bbd1c453d815e2ef880ace03795c39dbf8838625907a,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,countLessThan,False
verina_basic_58,basic,double_array_elements,1,"[{""param_name"": ""s"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.32,,False,1,6,1,0,True,ab44a8d21dc1ad68d151e89bd8a1b19992164ca810d1366369d9218a16f5c199,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,double_array_elements_aux,False
verina_basic_59,basic,DoubleQuadruple,1,"[{""param_name"": ""x"", ""param_type"": ""Int""}]",(Int × Int),True,True,False,True,0.91,,False,3,0,1,0,True,92aaa4d259c67625406f056da6f929a6ac3231366f2353189b87f378030d398b,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,False,let,False
verina_basic_60,basic,FindEvenNumbers,1,"[{""param_name"": ""arr"", ""param_type"": ""Array Int""}]",Array Int,True,True,False,True,1.521,,False,9,0,1,0,True,56a75b24eb73be984411b5e6f1acd735db7c71340230ed71db43af3f175b00eb,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_61,basic,allDigits,1,"[{""param_name"": ""s"", ""param_type"": ""String""}]",Bool,True,True,False,True,0.972,,False,9,0,1,0,True,77dd7ea81302dc13640c0667566877a581db3aea984255996a4f596dd5ff9c94,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_62,basic,Find,2,"[{""param_name"": ""a"", ""param_type"": ""Array Int""}, {""param_name"": ""key"", ""param_type"": ""Int""}]",Int,True,True,False,True,1.169,,False,6,0,1,0,True,3483d279bc9ac401147a84714abcc82e6b2789eb767964c058f59ddba25ced57,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,False
verina_basic_63,basic,has_close_elements,2,"[{""param_name"": ""numbers"", ""param_type"": ""List Float""}, {""param_name"": ""threshold"", ""param_type"": ""Float""}]",Bool,True,True,False,True,1.505,,False,15,0,1,0,False,67c6c33b0d22ac72aad3a67bd49ff1c6185440bb83a1b9b6e06146fbeaed672a,aba5987295c6bf8fd2e008fb639743d64fb6b0cf07b56834a4f615876ad812db,False,False,False,True,let,True
